frame,frametitle,include_exact,relative_path,expected_absolute,exists,size_bytes,extension,valid,validation,sha256,possible_generator,classification,search_candidates
99,Run 24 $|$ x = +400 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_400mm.png}",figs/exec11_arrival_400mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_400mm.png,True,208226,.png,True,Pillow:PNG,977e0cf85f27d01d89cb1746c11828ab1b6001f2d7f01b84b4ae11b2ab9d4c3c,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_400mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_400mm.png
100,Position x=450 mm,\includegraphics[width=\textwidth]{figs/muon_450mm_geometry.png},figs/muon_450mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_450mm_geometry.png,True,85908,.png,True,Pillow:PNG,3a6c9aec0d55c7b542162c3d9fc979acf44f422aea5ad18bc3c75a0fc589ed3d,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_450mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_450mm_geometry.png
100,Position x=450 mm,\includegraphics[width=\textwidth]{figs/muon_450mm_top_profile.png},figs/muon_450mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_450mm_top_profile.png,True,127149,.png,True,Pillow:PNG,0c95f236623be2f1a6d53060d6969e77c1a065ed1a8b8882ad04e931b981c48f,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_450mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_450mm_top_profile.png
101,Run 25 $|$ x = +450 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_450mm.png}",figs/exec11_arrival_450mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_450mm.png,True,209545,.png,True,Pillow:PNG,6f0f74ddf53a62c1c49e6ae838e73c1afd19249bd23aad485b1628b491ffc866,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_450mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_450mm.png
102,Position x=500 mm,\includegraphics[width=\textwidth]{figs/muon_500mm_geometry.png},figs/muon_500mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_500mm_geometry.png,True,86543,.png,True,Pillow:PNG,2848e60e8e5acc82c47fd7ef32ea1da8c8db3ab5d797c07a75f885982f63be2f,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_500mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_500mm_geometry.png
102,Position x=500 mm,\includegraphics[width=\textwidth]{figs/muon_500mm_top_profile.png},figs/muon_500mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_500mm_top_profile.png,True,124196,.png,True,Pillow:PNG,41d28cee150b5748b492cbb11e26d4beb393db0b7fa15dadca2c70b25bdae4a8,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_500mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_500mm_top_profile.png
103,Run 26 $|$ x = +500 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_500mm.png}",figs/exec11_arrival_500mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_500mm.png,True,203660,.png,True,Pillow:PNG,3564ebf3fc968df4342f3ae6e310c926aa0d07b20179c0ac5dc9333d46951b0d,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_500mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_500mm.png
104,Position x=550 mm,\includegraphics[width=\textwidth]{figs/muon_550mm_geometry.png},figs/muon_550mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_550mm_geometry.png,True,87039,.png,True,Pillow:PNG,77c138b86e844a24b5e0bd2e0ac85f87b8a81cbc67ca604b65a55c9aa84c5d31,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_550mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_550mm_geometry.png
104,Position x=550 mm,\includegraphics[width=\textwidth]{figs/muon_550mm_top_profile.png},figs/muon_550mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_550mm_top_profile.png,True,124104,.png,True,Pillow:PNG,bb5fc4c17cb78d21a567d5dfbc3ca621cbbcfe35f8c98e01668a9984908b63f3,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_550mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_550mm_top_profile.png
105,Run 27 $|$ x = +550 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_550mm.png}",figs/exec11_arrival_550mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_550mm.png,True,218482,.png,True,Pillow:PNG,f3a75d656cd8a2eda339857f40da739fc4e1941dbe3d35dca7da42e02db03f1a,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_550mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_550mm.png
106,Position x=600 mm,\includegraphics[width=\textwidth]{figs/muon_600mm_geometry.png},figs/muon_600mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_600mm_geometry.png,True,88127,.png,True,Pillow:PNG,e634a4ae2a7fc9b872afaac235d7caa95feb4b1345bb391acc30b3639816b8c0,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_600mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_600mm_geometry.png
106,Position x=600 mm,\includegraphics[width=\textwidth]{figs/muon_600mm_top_profile.png},figs/muon_600mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_600mm_top_profile.png,True,123025,.png,True,Pillow:PNG,ba59259a07fba35e9f16bc4aaa381cd1c5dd0277e4d374537a205cfedcb19603,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_600mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_600mm_top_profile.png
107,Run 28 $|$ x = +600 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_600mm.png}",figs/exec11_arrival_600mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_600mm.png,True,203211,.png,True,Pillow:PNG,cd17a1f2d3a6fad7029972939b60ba9bf28c805e9bd8eaaa8b418be80889a07f,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_600mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_600mm.png
108,Position x=650 mm,\includegraphics[width=\textwidth]{figs/muon_650mm_geometry.png},figs/muon_650mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_650mm_geometry.png,True,86700,.png,True,Pillow:PNG,3bdfc86894a3cb68a64d342cc2ec4fb27b45cc4c2db0813217a0a8b0edb237a0,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_650mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_650mm_geometry.png
108,Position x=650 mm,\includegraphics[width=\textwidth]{figs/muon_650mm_top_profile.png},figs/muon_650mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_650mm_top_profile.png,True,118119,.png,True,Pillow:PNG,15b565b055df9d06ed855160cd2b25143fd16647e6a009c362802b3a726e17e3,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_650mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_650mm_top_profile.png
109,Run 29 $|$ x = +650 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_650mm.png}",figs/exec11_arrival_650mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_650mm.png,True,214913,.png,True,Pillow:PNG,e22d521df7946d598e70c56054ed54c89a6389ed25b82376519afb39376df856,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_650mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_650mm.png
110,Position x=670 mm,\includegraphics[width=\textwidth]{figs/muon_670mm_geometry.png},figs/muon_670mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_670mm_geometry.png,True,87021,.png,True,Pillow:PNG,f4a20bb9455401a17a9b5feef7b053d15ab62fd8bc8e543f20469fcdda9d85ed,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_670mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_670mm_geometry.png
110,Position x=670 mm,\includegraphics[width=\textwidth]{figs/muon_670mm_top_profile.png},figs/muon_670mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_670mm_top_profile.png,True,115175,.png,True,Pillow:PNG,cb5812e218dfc3e6cb80b82736520464509ecf03afd9ea43ba25bf5eeae37d9d,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_670mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_670mm_top_profile.png
111,Run 30 $|$ x = +670 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_670mm.png}",figs/exec11_arrival_670mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_670mm.png,True,221144,.png,True,Pillow:PNG,6ec343a9030706500cb8b2ead840823c672ce12f4f89c3e92fd8db676f9a3829,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_670mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_670mm.png
112,Position x=690 mm,\includegraphics[width=\textwidth]{figs/muon_690mm_geometry.png},figs/muon_690mm_geometry.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_690mm_geometry.png,True,87513,.png,True,Pillow:PNG,4431ab0ef9521877c82b66b9d98c27c607c8c1bf6958055b65aac73fef89a796,analysis/exec07_photon_budget.py,STATIC_GEOMETRY,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_690mm_geometry.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_690mm_geometry.png
112,Position x=690 mm,\includegraphics[width=\textwidth]{figs/muon_690mm_top_profile.png},figs/muon_690mm_top_profile.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_690mm_top_profile.png,True,114202,.png,True,Pillow:PNG,64df452f1434716815ad2c4998aea01c9fd771db69041537618fbb57336fbd6f,analysis/exec07_photon_budget.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/muon_690mm_top_profile.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/muon_690mm_top_profile.png
113,Run 31 $|$ x = +690 mm $|$ Photon arrival $\langle N(t)\rangle$,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec11_arrival_690mm.png}",figs/exec11_arrival_690mm.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_690mm.png,True,226340,.png,True,Pillow:PNG,64017cb1e79b449e861f887059513ba26e249778a39f6fc70f93594a77666ecd,analysis/exec07/exec11_time_arrival.py,EJ230_ANALYSIS,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec11_arrival_690mm.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec11_arrival_690mm.png
115,Backup: ID18 impact maps,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec08b_id18_impact_maps.png}",figs/exec08b_id18_impact_maps.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec08b_id18_impact_maps.png,True,374058,.png,True,Pillow:PNG,7e9a9d18fd426f4f9c95f373b8508c175e472defcc47001a38bdfef6b1dfd017,analysis/exec07/exec08b_window_dip.py,EJ230_SPECIAL_SIM,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec08b_id18_impact_maps.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec08b_id18_impact_maps.png
119,Backup: EndTop versus End-only tail audit,"\includegraphics[width=\textwidth,height=0.78\textheight,keepaspectratio]{figs/exec09_tail_comparison.png}",figs/exec09_tail_comparison.png,/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec09_tail_comparison.png,True,340011,.png,True,Pillow:PNG,90d4670d4ec8870747a39a767d397cdcaff15686c2990aa0515db8b581e923c7,analysis/exec07/exec09_timing_mechanism.py,EJ230_SPECIAL_SIM,/mnt/d/SHiP/ej230/results_ej230_analysis/report/figs/exec09_tail_comparison.png;/mnt/d/SHiP/ej230/results_ej230_analysis/figs/exec09_tail_comparison.png
